word,total_count,exam_count,hsk_levels_seen,source_types_seen,char_length,all_chars_known,likely_noise,in_jieba_dict,in_cedict
香甜,2,2,4,reading,2,True,False,True,True
纸盒,2,2,4,"listening,reading",2,True,False,True,True
绍,2,2,4,reading,1,False,False,True,True
赶时间,2,2,4,reading,3,True,False,True,True
新手,2,1,4,"listening,reading",2,True,True,True,True
有水,2,2,3,reading,2,True,False,False,True
饺子馆,2,1,4,"listening,reading",3,False,True,True,True
星期一,2,1,4,"listening,reading",3,False,True,True,True
行车,2,1,4,reading,2,True,True,True,True
风雨,2,1,4,reading,2,True,True,True,True
网球场,2,2,4,reading,3,True,False,True,True
西服,2,2,4,reading,2,True,False,True,True
课表,2,2,4,reading,2,True,False,True,True
早睡早起,2,1,4,"listening,reading",4,True,True,True,True
稍后,2,2,4,"listening,reading",2,True,False,True,True
空号,2,1,4,"listening,reading",2,True,True,True,True
袜,2,1,4,reading,1,False,True,True,True
裙,2,1,3,"listening,reading",1,False,True,True,True
饮用,2,2,4,reading,2,False,False,True,True
裤,2,1,3,"listening,reading",1,False,True,True,True
论,2,2,4,reading,1,False,False,True,True
积极性,2,2,4,reading,3,False,False,True,True
破旧,2,1,4,"listening,reading",2,True,True,True,True
映,2,2,4,reading,1,False,False,True,True
行走,2,2,4,reading,2,True,False,True,True
春夏秋冬,2,2,"3,4",reading,4,True,False,True,True
颜,2,2,4,reading,1,False,False,True,True
结出,2,2,4,reading,2,True,False,True,True
春暖花开,2,2,4,reading,4,True,False,True,True
暂定,2,1,4,"listening,reading",2,False,True,True,True
更上一层楼,2,1,3,"listening,reading",5,True,True,True,True
葡萄树,2,2,4,reading,3,False,False,True,True
食客,2,2,4,reading,2,False,False,True,True
经济学,2,2,4,"listening,reading",3,False,False,True,True
示,2,1,3,reading,1,False,True,True,True
笨鸟先飞,2,2,4,reading,4,True,False,True,True
超重,2,1,4,reading,2,True,True,True,True
改天,2,2,4,"listening,reading",2,True,False,True,True
牛肉面,2,2,4,reading,3,True,False,True,True
父,2,2,4,reading,1,False,False,True,True
热水澡,2,1,4,"listening,reading",3,False,True,True,True
膏,2,2,4,reading,1,False,False,True,True
演戏,2,1,4,listening,2,True,True,True,True
邮寄,2,1,4,listening,2,False,True,True,True
求助,2,1,4,"listening,reading",2,False,True,True,True
林,2,2,4,reading,1,False,False,True,True
相距,2,2,4,reading,2,False,False,True,True
林语堂,2,1,4,reading,3,False,True,True,True
降雨,2,2,4,reading,2,True,False,True,True
降水,2,1,4,reading,2,True,True,True,True
相交,2,1,3,listening,2,False,True,True,True
阴雨,2,2,4,reading,2,True,False,True,True
跟不上,2,1,3,"listening,reading",3,True,True,True,True
标准音,2,1,4,reading,3,False,True,True,True
花店,2,2,"3,4","listening,reading",2,True,False,True,True
盐水,2,1,4,"listening,reading",2,True,True,True,True
校,2,2,"3,4","listening,reading",1,False,False,True,True
词意,2,2,4,reading,2,False,False,True,True
茶花,2,1,3,"listening,reading",2,True,True,True,True
机,2,2,"3,4",reading,1,False,False,True,True
静坐,2,1,4,reading,2,True,True,True,True
趣,2,2,4,reading,1,False,False,True,True
放在心上,2,1,4,"listening,reading",4,True,True,True,True
阳,2,2,3,reading,1,False,False,True,True
肥胖,2,1,4,"listening,reading",2,True,True,True,True
知识面,2,2,4,reading,3,False,False,True,True
这样一来,2,2,4,reading,4,True,False,True,True
流向,2,2,4,reading,2,True,False,True,True
自助,2,1,4,"listening,reading",2,False,True,True,True
谈到,2,1,4,"listening,reading",2,True,True,True,True
电子邮箱,2,1,3,"listening,reading",4,False,True,True,True
河水,2,2,4,reading,2,True,False,True,True
电子书,2,2,3,reading,3,True,False,True,True
车速,2,2,4,reading,2,False,False,True,True
油箱,2,1,4,"listening,reading",2,True,True,True,True
生命力,2,1,4,reading,3,True,True,True,True
甜食,2,1,4,"listening,reading",2,False,True,True,True
流入,2,2,4,reading,2,True,False,True,True
通往,2,1,4,reading,2,True,True,True,True
车子,2,2,4,"listening,reading",2,True,False,True,True
选购,2,2,4,reading,2,False,False,True,True
汽,2,2,4,reading,1,False,False,True,True
艺术馆,2,1,4,reading,3,False,True,True,True
河南,2,1,3,reading,2,True,True,True,True
较大,2,2,4,"listening,reading",2,True,False,True,True
选课,2,2,4,reading,2,True,False,True,True
试试看,2,1,3,listening,3,True,True,True,True
须,2,2,4,reading,1,False,False,True,True
江西省,2,1,4,"listening,reading",3,True,True,True,True
艺术家,2,1,4,"listening,reading",3,False,True,True,True
江河,2,2,4,reading,2,True,False,True,True
身价,2,1,4,"listening,reading",2,False,True,True,True
艺术品,2,1,4,reading,3,False,True,True,True
求婚,1,1,4,reading,2,False,True,True,True
江边,1,1,4,reading,2,True,True,True,True
寄出,1,1,4,reading,2,True,True,True,True
春游,1,1,4,listening,2,True,True,True,True
永不,1,1,4,reading,2,False,True,True,True
气坏,1,1,3,reading,2,True,True,False,True
水球,1,1,4,reading,2,True,True,True,True
昨,1,1,3,reading,1,False,True,True,True
水费,1,1,4,listening,2,True,True,True,True
水量,1,1,4,reading,2,True,True,True,True
山西省,1,1,4,reading,3,True,True,True,True
小心眼,1,1,3,listening,3,True,True,True,True
市里,1,1,4,reading,2,True,True,True,True
幽,1,1,4,reading,1,False,True,True,True
广东,1,1,4,reading,2,True,True,True,True
年间,1,1,4,reading,2,True,True,True,True
术,1,1,4,reading,1,False,True,True,True
店家,1,1,4,listening,2,True,True,True,True
底部,1,1,4,reading,2,True,True,True,True
应从,1,1,4,reading,2,True,True,True,True
弄懂,1,1,4,reading,2,True,True,True,True
比来,1,1,3,reading,2,True,True,True,True
机长,1,1,4,reading,2,False,True,True,True
歌舞,1,1,3,reading,2,True,True,True,True
桌,1,1,3,listening,1,False,True,True,True
少放,1,1,3,reading,2,True,True,False,True
合格证,1,1,4,reading,3,False,True,True,True
弄脏,1,1,4,reading,2,True,True,True,True
忙于,1,1,4,reading,2,True,True,True,True
吃错药,1,1,4,reading,3,True,True,True,True
米酒,1,1,3,reading,2,True,True,True,True
精神百倍,1,1,4,listening,4,True,True,True,True
史,1,1,3,reading,1,False,True,True,True
大校,1,1,3,listening,2,False,True,True,True
大江南北,1,1,4,reading,4,True,True,True,True
引开,1,1,4,reading,2,True,True,True,True
武汉,1,1,4,reading,2,False,True,True,True
橘子,1,1,4,reading,2,False,True,True,True
比一比,1,1,4,reading,3,True,True,True,True
暖房,1,1,4,listening,2,False,True,True,True
山水画,1,1,4,reading,3,True,True,True,True
山东省,1,1,4,reading,3,True,True,True,True
梯,1,1,4,reading,1,False,True,True,True
椅,1,1,3,reading,1,False,True,True,True
植,1,1,4,reading,1,False,True,True,True
普通人,1,1,4,reading,3,False,True,True,True
楚,1,1,4,reading,1,False,True,True,True
尤,1,1,4,reading,1,False,True,True,True
差一点,1,1,4,listening,3,True,True,True,True
当日,1,1,4,listening,2,True,True,True,True
弄醒,1,1,4,reading,2,True,True,True,True
星期三,1,1,4,reading,3,False,True,True,True
爱美,1,1,4,reading,2,True,True,True,True
爱问,1,1,3,reading,2,True,True,False,True
女大,1,1,3,reading,2,True,True,False,True
女友,1,1,4,reading,2,False,True,True,True
牛奶糖,1,1,4,reading,3,True,True,True,True
存钱,1,1,4,reading,2,True,True,True,True
洗碗机,1,1,4,reading,3,False,True,True,True
活着,1,1,4,reading,2,True,True,True,True
洋柿子,1,1,4,reading,3,False,True,True,True
星期二,1,1,3,reading,3,False,True,True,True
流鼻血,1,1,4,reading,3,False,True,True,True
工,1,1,3,reading,1,False,True,True,True
浪,1,1,4,reading,1,False,True,True,True
海上,1,1,4,listening,2,True,True,True,True
泳,1,1,4,listening,1,False,True,True,True
宽厚,1,1,4,reading,2,True,True,True,True
实,1,1,4,reading,1,False,True,True,True
宜,1,1,3,reading,1,False,True,True,True
学长,1,1,3,listening,2,True,True,True,True
海里,1,1,4,reading,2,True,True,True,True
易变,1,1,4,reading,2,False,True,True,True
发音,1,1,4,reading,2,False,True,True,True
爱好者,1,1,4,reading,3,True,True,True,True
时段,1,1,4,reading,2,True,True,True,True
夫,1,1,3,reading,1,False,True,True,True
如果说,1,1,4,reading,3,False,True,True,True
校内,1,1,4,reading,2,False,True,True,True
师,1,1,3,reading,1,False,True,True,True
带孝,1,1,3,listening,2,False,True,True,True
村子,1,1,4,reading,2,True,True,True,True
常人,1,1,4,reading,2,True,True,True,True
弄坏,1,1,4,reading,2,True,True,True,True
有份,1,1,4,listening,2,True,True,True,True
没人住,1,1,3,reading,3,True,True,False,True
宽大,1,1,4,reading,2,True,True,True,True
照亮,1,1,4,listening,2,True,True,True,True
明早,1,1,4,listening,2,False,True,True,True
始发,1,1,4,reading,2,False,True,True,True
始,1,1,3,reading,1,False,True,True,True
存放,1,1,4,reading,2,True,True,True,True
点赞,1,1,3,listening,2,False,True,False,True
炼,1,1,4,reading,1,False,True,True,True
烟台,1,1,4,reading,2,True,True,True,True
烟台市,1,1,4,reading,3,True,True,True,True
烤饼,1,1,4,listening,2,False,True,True,True
热乎,1,1,4,listening,2,False,True,True,True
婚后,1,1,4,reading,2,False,True,True,True
糖果,1,1,4,reading,2,False,True,True,True
味,1,1,4,listening,1,False,True,True,True
纸箱,1,1,4,listening,2,True,True,True,True
生下,1,1,4,reading,2,True,True,True,True
嘴里,1,1,4,reading,2,True,True,True,True
嘴甜,1,1,3,reading,2,True,True,True,True
方向感,1,1,4,reading,3,False,True,True,True
得来,1,1,4,reading,2,True,True,True,True
啡,1,1,3,reading,1,False,True,True,True
商,1,1,4,reading,1,False,True,True,True
短跑,1,1,4,reading,2,True,True,True,True
眼见,1,1,4,reading,2,True,True,True,True
理念,1,1,3,listening,2,True,True,True,True
士,1,1,4,reading,1,False,True,True,True
班会,1,1,4,listening,2,True,True,True,True
四川,1,1,4,reading,2,False,True,True,True
多汁,1,1,4,reading,2,False,True,True,True
球差,1,1,4,listening,2,True,True,True,True
早来,1,1,4,reading,2,True,True,True,True
填表,1,1,4,reading,2,True,True,True,True
留意,1,1,4,listening,2,False,True,True,True
留给,1,1,4,reading,2,True,True,True,True
漫,1,1,4,reading,1,False,True,True,True
基础课,1,1,4,reading,3,False,True,True,True
旧书,1,1,4,listening,2,True,True,True,True
城外,1,1,3,reading,2,True,True,True,True
得奖,1,1,4,reading,2,True,True,True,True
眼高手低,1,1,3,reading,4,True,True,True,True
断电,1,1,4,reading,2,True,True,True,True
百科全书,1,1,4,reading,4,True,True,True,True
相约,1,1,4,reading,2,False,True,True,True
相识,1,1,4,reading,2,False,True,True,True
无条件,1,1,4,reading,3,True,True,True,True
国内外,1,1,4,reading,3,True,True,True,True
真情,1,1,4,listening,2,False,True,True,True
国人,1,1,3,reading,2,True,True,True,True
困境,1,1,4,reading,2,False,True,True,True
园区,1,1,4,reading,2,True,True,True,True
白费,1,1,4,reading,2,True,True,True,True
白雪,1,1,3,listening,2,True,True,True,True
目,1,1,3,reading,1,False,True,True,True
研讨会,1,1,4,reading,3,False,True,True,True
得名,1,1,4,reading,2,True,True,True,True
咢,1,1,4,reading,1,False,True,False,True
咖啡色,1,1,4,reading,3,False,True,True,True
碑,1,1,3,reading,1,False,True,True,True
离去,1,1,4,reading,2,True,True,True,True
微微,1,1,4,reading,2,False,True,True,True
新生,1,1,4,reading,2,True,True,True,True
私,1,1,4,reading,1,False,True,True,True
咖,1,1,3,reading,1,False,True,True,True
哎呀,1,1,4,listening,2,True,True,True,True
电影节,1,1,3,listening,3,False,True,True,True
坚,1,1,4,reading,1,False,True,True,True
日后,1,1,4,reading,2,True,True,True,True
童,1,1,4,reading,1,False,True,True,True
耐,1,1,4,reading,1,False,True,True,True
耳,1,1,3,reading,1,False,True,True,True
敲打,1,1,4,reading,2,True,True,True,True
职,1,1,4,reading,1,False,True,True,True
联,1,1,4,reading,1,False,True,True,True
卖家,1,1,4,reading,2,True,True,True,True
细看,1,1,4,listening,2,True,True,True,True
心烦,1,1,4,listening,2,True,True,True,True
穿衣,1,1,4,reading,2,False,True,True,True
后院,1,1,4,reading,2,True,True,True,True
笔友,1,1,4,reading,2,False,True,True,True
男女老少,1,1,4,reading,4,True,True,True,True
后人,1,1,4,reading,2,True,True,True,True
把门,1,1,4,listening,2,True,True,True,True
忆,1,1,4,reading,1,False,True,True,True
心底,1,1,4,reading,2,True,True,True,True
租车,1,1,3,reading,2,True,True,True,True
告,1,1,3,reading,1,False,True,True,True
程,1,1,4,reading,1,False,True,True,True
同班同学,1,1,3,reading,4,True,True,True,True
纸巾,1,1,4,listening,2,False,True,True,True
纸张,1,1,4,reading,2,True,True,True,True
南京市,1,1,4,reading,3,False,True,True,True
南面,1,1,4,reading,2,True,True,True,True
北大,1,1,3,listening,2,True,True,True,True
十全十美,1,1,4,reading,4,True,True,True,True
周四,1,1,4,listening,2,True,True,True,True
美名,1,1,4,reading,2,True,True,True,True
美味,1,1,4,reading,2,False,True,True,True
即可,1,1,4,reading,2,False,True,True,True
即,1,1,4,reading,1,False,True,True,True
羡,1,1,4,reading,1,False,True,True,True
美人鱼,1,1,4,reading,3,True,True,True,True
羽毛,1,1,4,reading,2,False,True,True,True
卡纸,1,1,4,reading,2,True,True,True,True
翻译家,1,1,4,reading,3,False,True,True,True
羊城,1,1,3,reading,2,True,True,True,True
发条,1,1,4,reading,2,True,True,True,True
及,1,1,4,reading,1,False,True,True,True
缺水,1,1,4,reading,2,True,True,True,True
缺钱,1,1,4,reading,2,True,True,True,True
博,1,1,4,reading,1,False,True,True,True
数量词,1,1,4,reading,3,True,True,True,True
单字,1,1,3,listening,2,True,True,True,True
午,1,1,3,reading,1,False,True,True,True
有意,1,1,4,listening,2,False,True,True,True
十字路口,1,1,4,reading,4,True,True,True,True
漂,1,1,4,reading,1,False,True,True,True
京,1,1,4,reading,1,False,True,True,True
炫,1,1,4,reading,1,False,True,True,True
收费站,1,1,4,reading,3,True,True,True,True
出血,1,1,4,reading,2,True,True,True,True
出生地,1,1,4,reading,3,True,True,True,True
西南部,1,1,4,reading,3,True,True,True,True
急着,1,1,3,listening,2,True,True,False,True
西班牙,1,1,4,listening,3,True,True,True,True
改签,1,1,4,reading,2,True,True,True,True
认输,1,1,4,reading,2,True,True,True,True
总要,1,1,4,listening,2,True,True,True,True
兴,1,1,4,reading,1,False,True,True,True
记者会,1,1,4,listening,3,True,True,True,True
共同点,1,1,4,reading,3,True,True,True,True
教会,1,1,3,listening,2,True,True,True,True
讲解,1,1,4,reading,2,True,True,True,True
分公司,1,1,4,reading,3,False,True,True,True
订阅,1,1,3,listening,2,False,True,True,True
观,1,1,4,reading,1,False,True,True,True
视,1,1,3,reading,1,False,True,True,True
言而有信,1,1,4,listening,4,False,True,True,True
改学,1,1,4,reading,2,True,True,True,True
总有,1,1,4,reading,2,True,True,False,True
分店,1,1,4,listening,2,True,True,True,True
前段时间,1,1,3,listening,4,True,True,True,True
袁,1,1,4,listening,1,False,True,True,True
衣,1,1,4,reading,1,False,True,True,True
当上,1,1,4,reading,2,True,True,True,True
面包车,1,1,3,reading,3,True,True,True,True
东西方,1,1,3,reading,3,True,True,True,True
东三省,1,1,4,listening,3,True,True,True,True
问好,1,1,4,reading,2,True,True,True,True
问话,1,1,4,reading,2,True,True,True,True
业,1,1,4,reading,1,False,True,True,True
不管三七二十一,1,1,4,reading,7,True,True,True,True
面食,1,1,4,reading,2,False,True,True,True
鞋子,1,1,4,listening,2,True,True,True,True
顺手,1,1,4,reading,2,True,True,True,True
下场,1,1,4,listening,2,True,True,True,True
付印,1,1,4,listening,2,True,True,True,True
效,1,1,4,reading,1,False,True,True,True
雨量,1,1,4,reading,2,True,True,True,True
雪山,1,1,4,reading,2,True,True,True,True
雪景,1,1,4,reading,2,True,True,True,True
不吝,1,1,3,listening,2,False,True,True,True
青岛,1,1,3,listening,2,True,True,True,True
跑来跑去,1,1,3,reading,4,True,True,True,True
故,1,1,3,reading,1,False,True,True,True
决,1,1,3,reading,1,False,True,True,True
减压,1,1,4,listening,2,True,True,True,True
冰水,1,1,4,listening,2,True,True,True,True
航,1,1,4,reading,1,False,True,True,True
前一天,1,1,3,reading,3,True,True,True,True
自然界,1,1,4,reading,3,False,True,True,True
光照,1,1,4,reading,2,True,True,True,True
众,1,1,4,reading,1,False,True,True,True
休息室,1,1,3,reading,3,False,True,True,True
足球场,1,1,4,reading,3,True,True,True,True
以北,1,1,4,reading,2,True,True,True,True
跑掉,1,1,4,listening,2,True,True,True,True
推车,1,1,4,reading,2,True,True,True,True
起火,1,1,4,listening,2,True,True,True,True
超车,1,1,4,reading,2,True,True,True,True
超速,1,1,4,reading,2,False,True,True,True
惹,1,1,4,listening,1,False,True,True,True
详,1,1,4,reading,1,False,True,True,True
励,1,1,4,reading,1,False,True,True,True
试想,1,1,4,reading,2,True,True,True,True
情人节,1,1,4,reading,3,False,True,True,True
试衣,1,1,4,reading,2,False,True,True,True
试穿,1,1,4,listening,2,True,True,True,True
诗文,1,1,4,reading,2,False,True,True,True
光亮,1,1,4,reading,2,True,True,True,True
诉,1,1,3,reading,1,False,True,True,True
读书会,1,1,4,reading,3,True,True,True,True
入座,1,1,4,reading,2,True,True,True,True
情变,1,1,4,reading,2,False,True,True,True
众人,1,1,4,reading,2,False,True,True,True
传给,1,1,4,listening,2,True,True,True,True
供,1,1,4,reading,1,False,True,True,True
谈价,1,1,4,listening,2,True,True,True,True
脚钱,1,1,3,listening,2,True,True,True,True
怎,1,1,3,reading,1,False,True,True,True
助人为乐,1,1,4,reading,4,False,True,True,True
动物学,1,1,4,reading,3,False,True,True,True
加点,1,1,4,listening,2,True,True,True,True
怎能,1,1,4,reading,2,False,True,False,True
制,1,1,4,reading,1,False,True,True,True
到头,1,1,4,listening,2,True,True,True,True
萄,1,1,4,reading,1,False,True,True,True
葡,1,1,4,reading,1,False,True,True,True
蕉,1,1,3,reading,1,False,True,True,True
血色,1,1,4,reading,2,True,True,True,True
花都,1,1,3,listening,2,True,True,True,True
教育家,1,1,4,listening,3,False,True,True,True
茶水,1,1,3,reading,2,True,True,True,True
收发,1,1,4,reading,2,True,True,True,True
货物,1,1,4,reading,2,False,True,True,True
质,1,1,4,reading,1,False,True,True,True
贵校,1,1,3,reading,2,False,True,True,True
走回头路,1,1,3,reading,4,True,True,True,True
情场,1,1,4,reading,2,False,True,True,True
打字机,1,1,4,listening,3,False,True,True,True
降雪,1,1,4,reading,2,True,True,True,True
难说,1,1,4,listening,2,True,True,True,True
酒后,1,1,4,reading,2,True,True,True,True
中场,1,1,4,reading,2,True,True,True,True
严谨,1,1,3,listening,2,False,True,True,True
长椅,1,1,3,reading,2,False,True,True,True
手脚,1,1,4,reading,2,True,True,True,True
长河,1,1,4,reading,2,True,True,True,True
中选,1,1,4,reading,2,True,True,True,True
乎,1,1,4,reading,1,False,True,True,True
之所以,1,1,4,reading,3,True,True,True,True
举杯,1,1,4,reading,2,True,True,True,True
郎,1,1,3,listening,1,False,True,True,True
持,1,1,4,reading,1,False,True,True,True
路段,1,1,4,reading,2,True,True,True,True
主演,1,1,4,reading,2,False,True,True,True
人际关系,1,1,4,reading,4,False,True,True,True
成绩单,1,1,3,reading,3,False,True,True,True
探,1,1,3,listening,1,False,True,True,True
掉色,1,1,4,listening,2,True,True,True,True
轻声,1,1,4,reading,2,True,True,True,True
轻言,1,1,4,reading,2,False,True,True,True
车箱,1,1,3,reading,2,True,True,True,True
身子,1,1,4,reading,2,False,True,True,True
慢跑,1,1,3,reading,2,True,True,True,True
错开,1,1,4,reading,2,True,True,True,True
错字,1,1,3,reading,2,True,True,True,True
错别字,1,1,4,reading,3,True,True,True,True
乐在其中,1,1,4,reading,4,True,True,True,True
满天,1,1,4,reading,2,True,True,True,True
深海,1,1,4,reading,2,True,True,True,True
学生会,1,1,3,reading,3,True,True,True,True
温,1,1,4,reading,1,False,True,True,True
温差,1,1,4,reading,2,False,True,True,True
学号,1,1,4,reading,2,True,True,True,True
满头大汗,1,1,4,listening,4,True,True,True,True
有心,1,1,4,reading,2,True,True,True,True
书名,1,1,4,reading,2,True,True,True,True
遇上,1,1,4,reading,2,True,True,True,True
乘船,1,1,4,reading,2,True,True,True,True
逐,1,1,4,reading,1,False,True,True,True
书馆,1,1,4,reading,2,False,True,True,True
送走,1,1,3,reading,2,True,True,True,True
换句话说,1,1,4,reading,4,True,True,True,True
进站,1,1,4,listening,2,True,True,True,True
云层,1,1,4,listening,2,True,True,True,True
远游,1,1,4,reading,2,True,True,True,True
事前,1,1,4,reading,2,True,True,True,True
乱说,1,1,4,reading,2,True,True,True,True
遭,1,1,3,listening,1,False,True,True,True
路况,1,1,4,reading,2,False,True,True,True
跳进,1,1,4,reading,2,True,True,True,True
难点,1,1,4,reading,2,True,True,True,True
高高在上,1,1,4,reading,4,True,True,True,True
丈,1,1,3,reading,1,False,True,True,True
鸡年,1,1,3,reading,2,True,True,False,True
鸡肉,1,1,3,reading,2,True,True,True,True
黄皮,1,1,4,reading,2,True,True,True,True
黑名单,1,1,4,listening,3,True,True,True,True
把头,1,1,3,reading,2,True,True,True,True
一步一个脚印,1,1,4,listening,6,True,True,True,True
高楼,1,1,3,reading,2,True,True,True,True
高能,1,1,4,listening,2,True,True,True,True
高高低低,1,1,3,reading,4,True,True,True,True
三亚,1,1,4,reading,2,False,True,True,True
慕,1,1,4,reading,1,False,True,True,True
阴暗,1,1,4,reading,2,True,True,True,True
专业性,1,1,4,listening,3,False,True,True,True
附,1,1,3,reading,1,False,True,True,True
陈,1,1,3,reading,1,False,True,True,True
拿主意,1,1,4,reading,3,False,True,True,True
阴冷,1,1,3,listening,2,True,True,True,True
限,1,1,4,reading,1,False,True,True,True
除此之外,1,1,4,reading,4,True,True,True,True
难吃,1,1,3,reading,2,True,True,True,True
不适,1,1,4,reading,2,False,True,True,True
技,1,1,4,reading,1,False,True,True,True
饭桌,1,1,4,reading,2,False,True,True,True
扬,1,1,4,reading,1,False,True,True,True
食,1,1,3,listening,1,False,True,True,True
进出,1,1,4,reading,2,True,True,True,True
亮点,1,1,4,reading,2,True,True,True,True
近几年,1,1,4,reading,3,True,True,True,True
近年来,1,1,3,reading,3,True,True,True,True
交谈,1,1,4,reading,2,True,True,True,True
换季,1,1,3,reading,2,True,True,True,True
交友,1,1,4,reading,2,False,True,True,True
过不去,1,1,4,reading,3,True,True,True,True
过冬,1,1,3,reading,2,True,True,True,True
成败,1,1,4,reading,2,True,True,True,True
丢脸,1,1,4,listening,2,True,True,True,True
丢掉,1,1,4,reading,2,True,True,True,True
饿肚子,1,1,4,reading,3,False,True,True,True
上半场,1,1,4,reading,3,True,True,True,True
香气,1,1,4,reading,2,True,True,True,True
上万,1,1,3,reading,2,True,True,True,True
上菜,1,1,4,reading,2,True,True,True,True
风速,1,1,4,reading,2,False,True,True,True
扩,1,1,4,reading,1,False,True,True,True
上海市,1,1,4,reading,3,True,True,True,True
拒,1,1,4,reading,1,False,True,True,True
相爱,1,1,4,reading,2,False,True,True,True
